Date,Open,High,Low,Close,Volume
2021-12-17,128.25,128.89,127.97,128.34,1950500
2021-12-20,129.02,129.15,127.59,128.48,6778027
2021-12-21,130.47,132.65,129.77,130.92,6947096
2021-12-22,128.89,129.74,127.18,129.73,7544402
2021-12-23,132.04,132.59,131.27,131.72,2785537
2021-12-24,133.74,133.88,132.43,133.4,6033279
2021-12-27,131.42,131.49,131.06,131.17,6009404
2021-12-28,133.72,133.84,133.2,133.5,6530152
2021-12-29,135.0,135.2,134.51,135.18,6643544
2021-12-30,135.82,136.99,134.41,135.39,7667600
2021-12-31,133.47,134.26,133.42,133.49,4338975
2022-01-03,131.13,131.5,129.81,131.38,1531390
2022-01-04,129.89,130.18,128.55,130.05,2345987
2022-01-05,132.32,132.77,130.48,131.26,7206340
2022-01-06,128.06,129.09,127.8,128.96,6913374
2022-01-07,130.18,130.22,129.13,129.92,1077492
2022-01-10,126.14,127.67,125.6,127.0,3572558
2022-01-11,126.44,126.57,126.32,126.49,2716272
2022-01-12,126.49,127.02,126.07,126.71,3244761
2022-01-13,131.29,132.82,130.79,132.39,5471567
2022-01-14,129.34,129.78,129.0,129.14,4570113
2022-01-17,132.39,132.89,132.26,132.59,4366282
2022-01-18,131.82,133.62,131.62,132.93,4045603
2022-01-19,134.35,134.93,133.51,133.9,5491303
2022-01-20,134.93,135.41,133.7,134.16,5781365
2022-01-21,136.01,136.09,134.12,135.21,1304311
2022-01-24,134.98,135.18,133.47,134.79,1960384
2022-01-25,138.33,139.21,136.24,138.3,3388180
2022-01-26,137.83,138.37,136.74,137.11,4049827
2022-01-27,140.8,141.33,138.74,139.86,7973520
2022-01-28,138.8,138.95,137.53,138.17,7241912
2022-01-31,137.43,138.3,137.01,137.95,5541399
2022-02-01,135.37,136.04,134.17,135.26,1252438
2022-02-02,136.57,136.63,135.33,136.33,1704826
2022-02-03,138.88,139.97,138.78,139.89,4201368
2022-02-04,139.96,141.82,139.53,139.7,5109344
2022-02-07,140.5,140.68,138.51,139.23,5623723
2022-02-08,136.87,137.0,136.24,136.52,1993556
2022-02-09,136.84,136.97,134.76,136.04,7213977
2022-02-10,132.4,133.52,131.81,132.3,4452571
2022-02-11,130.24,131.22,129.36,130.27,5156503
2022-02-14,131.15,131.8,130.89,130.95,1275168
2022-02-15,133.83,136.37,133.5,134.26,6771389
2022-02-16,140.87,141.82,140.47,141.41,4801360
2022-02-17,140.82,141.16,139.4,140.11,2558837
2022-02-18,144.76,145.2,143.08,143.97,3231982
2022-02-21,144.21,145.75,143.88,144.79,3469666
2022-02-22,145.13,145.88,144.14,144.57,1189399
2022-02-23,145.81,145.93,144.5,145.86,7594925
2022-02-24,146.38,146.71,145.26,146.18,6620925
2022-02-25,146.89,147.79,146.13,146.62,7201825
2022-02-28,146.26,146.28,145.54,145.68,3475481
2022-03-01,142.24,142.94,141.71,142.19,4905670
2022-03-02,139.2,140.63,137.77,138.42,4207827
2022-03-03,140.36,140.73,140.03,140.19,4328418
2022-03-04,139.97,140.61,138.79,139.62,5122506
2022-03-07,137.81,140.16,137.76,138.28,4157471
2022-03-08,139.64,139.7,138.31,138.45,6412694
2022-03-09,140.87,141.52,139.82,140.61,1411527
2022-03-10,141.65,142.65,140.91,141.24,2348530
2022-03-11,138.87,140.23,138.48,139.77,7246639
2022-03-14,142.6,144.59,142.33,143.08,7176402
2022-03-15,148.12,148.61,147.23,147.39,6727046
2022-03-16,149.07,149.8,148.26,148.9,3581266
2022-03-17,150.55,152.11,150.29,151.71,4193758
2022-03-18,155.95,156.16,155.0,155.31,1176894
2022-03-21,158.29,159.18,156.69,158.64,2956079
2022-03-22,161.42,161.59,159.22,160.52,6085054
2022-03-23,162.28,163.09,161.66,162.34,3400444
2022-03-24,164.05,165.87,163.54,163.91,4361822
2022-03-25,161.48,161.82,160.64,160.72,1862124
2022-03-28,162.16,163.5,160.93,162.74,4474652
2022-03-29,158.15,161.08,157.94,158.78,6052528
2022-03-30,156.34,157.66,156.25,156.47,5004877
2022-03-31,160.64,162.05,159.89,160.11,4896688
2022-04-01,161.6,162.49,161.14,162.46,7402087
2022-04-04,165.67,167.34,164.75,166.78,2638723
2022-04-05,166.43,166.99,165.2,165.89,3096138
2022-04-06,162.02,163.03,161.35,162.41,5361039
2022-04-07,161.39,162.18,159.99,161.65,4361325
2022-04-08,160.69,162.68,159.95,161.89,7854611
2022-04-11,161.65,162.68,161.27,162.09,1417754
2022-04-12,165.4,166.52,165.29,165.4,1856765
2022-04-13,164.92,165.89,164.21,164.31,3393969
2022-04-14,164.83,166.04,164.8,165.34,4209395
2022-04-15,163.48,164.2,161.94,162.4,7233184
2022-04-18,163.25,164.34,160.77,163.7,4459111
2022-04-19,163.23,164.4,163.05,163.68,4060053
2022-04-20,162.44,163.41,160.8,161.44,2167580
2022-04-21,160.84,161.18,159.08,160.7,4039728
2022-04-22,159.75,160.82,159.29,160.11,4721061
2022-04-25,159.15,159.34,157.98,159.25,5086484
2022-04-26,165.22,166.22,163.93,164.33,5241840
2022-04-27,164.91,165.21,159.63,163.95,4007480
2022-04-28,162.62,163.36,161.96,163.15,2101411
2022-04-29,157.01,157.96,155.21,157.04,2069119
2022-05-02,154.54,155.48,152.63,154.48,2083067
2022-05-03,153.12,154.43,151.72,153.72,5330105
2022-05-04,151.8,152.16,149.28,151.84,6994441
2022-05-05,155.7,155.76,154.82,155.69,7181798
2022-05-06,156.0,156.99,155.28,155.29,3179712
2022-05-09,159.8,160.38,156.79,159.03,1557403
2022-05-10,159.13,160.66,158.7,159.34,5412333
2022-05-11,159.46,159.79,158.36,159.6,1268646
2022-05-12,159.95,160.92,159.18,159.52,5387411
2022-05-13,159.36,160.02,158.8,159.73,3681717
2022-05-16,165.35,165.5,164.56,164.96,6874196
2022-05-17,158.37,161.71,156.6,158.43,5377616
2022-05-18,152.43,153.28,151.8,153.02,6179262
2022-05-19,151.15,152.07,149.56,151.73,3840069
2022-05-20,152.83,154.13,150.92,151.95,6884035
2022-05-23,153.93,155.73,152.09,154.03,4675899
2022-05-24,156.53,156.62,154.1,155.51,5376503
2022-05-25,154.27,156.44,153.49,154.59,3524388
2022-05-26,157.78,157.89,156.1,157.6,4146200
2022-05-27,162.23,163.92,160.65,160.7,6881002
2022-05-30,160.69,161.76,160.31,161.38,3754965
2022-05-31,163.1,165.78,161.7,164.35,1149649
2022-06-01,166.17,166.54,164.54,165.32,3653208
2022-06-02,163.28,164.65,162.69,163.82,3743712
2022-06-03,166.06,166.76,165.51,166.07,3928751
2022-06-06,166.21,167.16,166.04,166.6,1494630
2022-06-07,166.99,167.36,164.86,166.81,1905164
2022-06-08,170.87,172.9,170.53,171.52,3268260
2022-06-09,164.22,165.37,164.21,164.33,3967708
2022-06-10,160.69,161.13,160.24,160.41,1203091
2022-06-13,156.58,158.47,156.22,157.21,3726114
2022-06-14,155.94,157.62,155.71,156.37,3240889
2022-06-15,155.61,156.32,155.36,155.82,1242001
2022-06-16,150.92,153.01,150.66,151.79,2752857
2022-06-17,148.97,149.43,148.08,149.22,2925915
2022-06-20,147.07,147.34,146.92,147.0,2004708
2022-06-21,153.45,154.75,153.16,153.7,6263348
2022-06-22,158.61,159.76,158.43,158.78,1506616
2022-06-23,157.58,157.68,156.97,157.59,5045618
2022-06-24,156.11,157.0,155.62,156.52,5657351
2022-06-27,153.69,154.66,152.75,153.26,6643172
2022-06-28,148.87,149.41,147.67,148.02,4819074
2022-06-29,147.36,147.7,147.33,147.63,4798816
2022-06-30,145.21,145.86,144.66,144.93,6325652
2022-07-01,144.49,145.56,144.21,144.63,6978586
2022-07-04,140.67,141.1,140.03,140.46,2476636
2022-07-05,139.36,139.71,137.13,138.5,6572469
2022-07-06,139.11,139.39,138.51,138.83,4236586
2022-07-07,138.72,141.47,138.53,139.71,1687991
2022-07-08,141.0,141.66,140.03,140.74,5286994
2022-07-11,138.1,139.1,136.98,137.42,7839044
2022-07-12,139.41,139.6,137.83,139.54,1984926
2022-07-13,138.07,139.25,137.21,137.53,1103232
2022-07-14,138.7,141.05,137.97,139.08,7415634
2022-07-15,138.2,139.05,137.38,139.03,5177866
2022-07-18,135.67,135.98,134.18,135.59,2533656
2022-07-19,133.83,135.1,132.6,134.78,6547580
2022-07-20,135.48,135.91,134.36,135.61,3755765
2022-07-21,137.75,138.35,136.55,137.05,3323258
2022-07-22,135.59,138.37,134.86,136.63,3028643
2022-07-25,139.66,141.22,138.14,140.38,5189988
2022-07-26,142.28,143.58,141.98,142.87,1941791
2022-07-27,142.12,142.65,141.89,142.15,3534857
2022-07-28,143.83,144.91,142.59,144.04,3135546
2022-07-29,149.95,151.1,148.53,149.12,1424304
2022-08-01,155.06,155.85,152.43,154.47,6342092
2022-08-02,151.42,151.68,150.9,151.12,1059230
2022-08-03,148.77,150.23,148.33,148.68,7718049
2022-08-04,153.04,154.92,152.24,152.8,1664034
2022-08-05,149.52,150.33,147.87,150.04,3507646
2022-08-08,147.16,147.87,146.41,146.65,1688867
2022-08-09,144.89,147.28,143.9,145.54,3568133
2022-08-10,147.32,147.79,146.3,146.83,5276228
2022-08-11,147.44,149.32,146.73,146.75,1612367
2022-08-12,145.35,146.56,144.36,145.23,4681056
2022-08-15,143.57,143.89,143.37,143.67,6403136
2022-08-16,142.24,142.25,141.15,142.02,4188243
2022-08-17,138.35,140.7,138.0,139.96,1787119
2022-08-18,146.17,147.15,145.84,145.99,5843450
2022-08-19,146.86,147.23,146.16,146.93,2305368
2022-08-22,149.41,149.47,148.64,149.44,1117782
2022-08-23,148.69,148.96,145.49,148.27,4057516
2022-08-24,147.87,148.4,147.53,147.91,2896884
2022-08-25,145.49,146.27,143.25,146.16,1199346
2022-08-26,139.39,139.57,138.13,139.47,6441749
2022-08-29,136.22,137.35,135.99,136.19,5198128
2022-08-30,132.02,132.97,131.95,131.95,7369839
2022-08-31,126.94,127.3,126.51,126.86,4362587
2022-09-01,124.82,126.11,123.53,124.3,4068356
2022-09-02,126.91,127.76,126.55,127.46,6898386
2022-09-05,127.62,128.86,127.41,127.53,1570387
2022-09-06,131.37,131.8,130.07,130.7,3531679
2022-09-07,130.93,134.43,130.91,131.84,6591101
2022-09-08,133.98,134.94,131.33,133.88,3047789
2022-09-09,131.57,132.43,131.45,131.88,7196193
2022-09-12,133.08,133.61,132.92,133.27,2988228
2022-09-13,134.66,135.48,133.28,135.15,3895621
2022-09-14,133.76,135.42,133.33,133.85,7281561
2022-09-15,136.27,136.82,134.34,135.28,2703486
2022-09-16,136.01,137.44,134.92,136.7,7776789
2022-09-19,134.74,136.31,132.99,135.37,1307801
2022-09-20,131.96,133.21,131.93,132.65,2860594
2022-09-21,130.71,131.47,128.75,129.82,5137579
2022-09-22,129.73,131.07,129.7,129.97,5158804
2022-09-23,130.66,131.64,130.4,130.68,7369086
2022-09-26,128.55,129.22,127.12,128.76,7718688
2022-09-27,128.27,128.91,127.92,128.75,5745216
2022-09-28,129.89,130.19,129.38,130.02,5618170
2022-09-29,132.71,132.77,130.01,131.41,3220740
2022-09-30,135.84,136.36,134.16,135.08,6639552
2022-10-03,137.71,138.21,137.08,138.18,5500218
2022-10-04,136.04,136.73,134.76,135.68,1168505
2022-10-05,139.37,140.72,138.88,139.84,6824478
2022-10-06,137.51,139.11,136.97,138.49,3517624
2022-10-07,141.68,141.87,140.66,141.1,4330810
2022-10-10,141.92,141.94,140.53,141.26,4402699
2022-10-11,140.79,140.97,138.67,140.2,6738239
2022-10-12,135.43,136.09,134.21,135.68,2875477
2022-10-13,135.14,135.74,134.54,135.23,3743367
2022-10-14,131.84,133.0,131.34,131.44,1273855
2022-10-17,133.9,134.12,133.38,133.69,3439539
2022-10-18,137.11,137.69,136.85,137.33,1618584
2022-10-19,134.43,135.7,133.53,135.3,5080920
2022-10-20,136.03,137.53,135.03,135.97,7252349
2022-10-21,134.72,135.36,133.44,134.14,4252804
2022-10-24,131.94,133.35,131.75,132.57,7384739
2022-10-25,134.73,136.14,133.71,134.39,7839783
2022-10-26,134.45,135.35,134.12,134.27,1376624
2022-10-27,138.96,140.22,138.28,138.54,4614725
2022-10-28,137.85,138.16,134.56,137.37,4697953
2022-10-31,139.53,140.17,137.52,139.92,3696204
2022-11-01,139.35,141.2,138.87,140.25,6813282
2022-11-02,142.09,142.79,141.58,142.39,3764534
2022-11-03,141.89,142.63,139.75,141.39,1386339
2022-11-04,141.11,141.99,140.82,141.42,4835579
2022-11-07,140.91,141.71,140.8,141.3,2413359
2022-11-08,138.36,140.04,137.95,139.37,3484384
2022-11-09,142.22,142.51,139.83,141.23,4513226
2022-11-10,143.55,144.55,142.99,143.08,6060346
2022-11-11,145.25,145.41,144.67,144.8,2947122
2022-11-14,149.62,150.76,147.97,149.04,3664640
2022-11-15,153.51,154.51,152.62,153.16,1475316
2022-11-16,152.14,152.65,152.09,152.29,3689010
2022-11-17,153.37,155.17,152.35,153.47,5061601
2022-11-18,151.64,152.26,149.33,151.9,5318812
2022-11-21,153.7,154.06,151.81,152.1,3052668
2022-11-22,150.94,151.63,150.5,150.6,1425928
2022-11-23,154.91,155.43,154.76,155.2,5041175
2022-11-24,156.66,157.02,155.14,156.37,5587484
2022-11-25,155.29,156.82,154.73,155.92,1596199
2022-11-28,160.44,161.8,159.22,159.48,4534805
2022-11-29,153.15,155.89,151.73,153.55,1665589
2022-11-30,148.57,149.28,147.22,148.27,4171182
2022-12-01,151.25,151.67,150.14,150.61,5485903
2022-12-02,151.2,151.57,150.92,150.97,6034770
2022-12-05,151.91,153.45,150.24,151.85,5996485
2022-12-06,148.46,149.1,147.98,148.46,6307790
2022-12-07,148.54,149.18,147.72,148.57,2688652
2022-12-08,153.83,154.31,153.16,154.19,6923826
2022-12-09,156.35,157.02,155.06,156.63,3447710
2022-12-12,158.15,158.57,156.16,157.22,3623621
2022-12-13,156.0,157.54,155.97,156.06,6513092
2022-12-14,154.52,155.81,154.11,155.01,3289263
2022-12-15,148.88,150.34,147.88,149.19,1524119
2022-12-16,150.53,150.6,148.98,149.87,6000394
2022-12-19,152.54,152.95,151.77,152.13,5634713
2022-12-20,148.15,148.38,145.8,147.82,5072634
2022-12-21,145.85,146.58,145.67,146.0,2002965
2022-12-22,143.25,144.69,142.25,142.92,5422610
2022-12-23,140.02,140.54,139.68,140.38,2388862
2022-12-26,140.3,140.82,139.91,140.45,4888660
2022-12-27,135.74,136.63,134.08,135.21,4555469
2022-12-28,137.14,137.74,136.09,136.67,6408851
2022-12-29,137.95,138.99,137.02,138.49,7836066
2022-12-30,137.36,137.84,137.11,137.84,2330286
2023-01-02,131.85,131.85,131.5,131.79,1802969
2023-01-03,130.33,130.53,128.69,129.44,4889984
2023-01-04,131.31,133.99,131.19,132.33,7663891
2023-01-05,126.0,126.25,125.43,125.86,2106712
2023-01-06,124.37,126.84,123.61,125.06,4411716
2023-01-09,122.09,122.64,120.71,122.4,3850763
2023-01-10,123.98,124.19,123.63,124.16,3226285
2023-01-11,122.41,122.65,121.99,122.62,5647956
2023-01-12,123.2,123.64,122.54,123.46,3068386
2023-01-13,124.67,124.69,124.09,124.66,4451501
2023-01-16,128.51,128.83,128.19,128.79,6917824
2023-01-17,127.5,128.72,127.29,128.25,3657140
2023-01-18,129.46,129.88,128.85,129.06,1147716
2023-01-19,125.98,126.69,125.27,125.6,7194790
2023-01-20,128.71,131.04,128.01,128.28,2921521
2023-01-23,125.73,127.05,125.44,126.51,6409780
2023-01-24,125.39,125.46,124.24,125.24,6339447
2023-01-25,125.55,126.68,125.1,125.21,4684035
2023-01-26,121.29,121.87,121.14,121.79,1614720
2023-01-27,122.37,123.06,120.98,122.37,7650372
2023-01-30,124.56,124.95,124.18,124.62,5766113
2023-01-31,126.32,127.11,124.67,125.4,3970557
2023-02-01,122.94,123.28,120.15,122.0,6977241
2023-02-02,121.06,122.29,120.78,121.88,6516510
2023-02-03,124.91,126.24,123.28,123.67,6322124
2023-02-06,119.28,121.04,118.49,119.72,2175553
2023-02-07,118.04,118.89,117.44,117.58,5429898
2023-02-08,120.07,121.17,119.46,119.61,3000547
2023-02-09,119.86,121.07,119.27,120.34,1549390
2023-02-10,121.61,122.03,121.24,121.37,3366599
2023-02-13,125.58,126.28,124.09,125.63,1728220
2023-02-14,127.11,127.22,126.12,126.82,1740745
2023-02-15,128.57,128.94,127.86,128.46,6089276
2023-02-16,135.65,135.67,134.97,135.0,4512633
2023-02-17,134.64,134.85,133.45,134.6,3785109
2023-02-20,132.72,134.43,132.25,132.81,2345820
2023-02-21,134.55,135.46,133.74,133.96,6396687
2023-02-22,135.48,135.54,135.15,135.16,5439301
2023-02-23,134.43,134.82,133.65,134.04,5099104
2023-02-24,131.37,132.17,130.24,131.72,2330646
2023-02-27,136.91,137.78,136.31,137.49,1864836
2023-02-28,138.16,139.22,137.37,138.48,1864543
2023-03-01,136.51,138.7,135.32,136.85,1175291
2023-03-02,139.74,140.08,138.83,139.3,7783607
2023-03-03,139.75,140.19,139.18,139.21,3574183
2023-03-06,138.65,138.91,137.81,138.74,5607682
2023-03-07,141.1,142.07,139.39,140.3,7875707
2023-03-08,137.95,138.02,136.66,137.2,7555156
2023-03-09,138.3,139.52,136.96,138.17,3244076
2023-03-10,142.61,143.96,141.89,143.08,4429214
2023-03-13,145.24,145.89,144.09,144.33,4241284
2023-03-14,143.33,144.09,142.66,143.37,1233817
2023-03-15,142.12,142.43,142.03,142.05,6378057
2023-03-16,140.78,141.35,139.82,140.97,5020598
2023-03-17,139.77,141.92,138.67,140.27,3600172
2023-03-20,138.44,139.55,137.44,139.26,4908302
2023-03-21,141.86,142.15,140.48,141.5,6148184
2023-03-22,136.65,137.39,135.8,137.08,1104829
2023-03-23,140.86,141.36,138.75,139.16,5522326
2023-03-24,137.55,139.96,137.04,138.15,7028694
2023-03-27,138.34,139.84,136.97,139.03,6084837
2023-03-28,136.48,136.85,135.97,136.2,5339794
2023-03-29,140.32,140.47,138.36,139.47,1633810
2023-03-30,142.64,142.76,142.21,142.6,6212838
2023-03-31,145.4,146.05,143.32,145.07,6254687
2023-04-03,140.11,142.47,139.97,141.16,4457447
2023-04-04,142.87,143.77,140.78,143.26,5078622
2023-04-05,143.67,145.27,143.52,144.29,5328817
2023-04-06,139.09,141.64,139.07,140.15,1847866
2023-04-07,140.12,140.86,138.98,140.06,2802289
2023-04-10,139.66,142.79,138.73,140.93,6546119
2023-04-11,141.53,143.58,141.11,142.29,7816304
2023-04-12,142.37,142.79,141.81,142.67,2890667
2023-04-13,142.87,143.76,141.77,143.35,3805040
2023-04-14,147.36,148.53,146.1,147.13,7407052
2023-04-17,150.52,152.27,149.31,150.33,2136286
2023-04-18,143.22,143.49,142.4,142.71,2828275
2023-04-19,142.28,142.68,141.81,141.85,1391407
2023-04-20,142.05,142.64,141.36,141.41,2643386
2023-04-21,137.02,137.61,136.37,137.02,5453203
2023-04-24,137.44,137.76,136.0,137.28,3437573
2023-04-25,140.74,140.98,140.14,140.45,7883658
2023-04-26,137.89,138.4,136.18,137.82,7240886
2023-04-27,138.54,140.12,137.8,138.76,7270561
2023-04-28,136.45,137.94,136.26,136.63,6084599
2023-05-01,134.7,135.29,134.03,135.14,5914731
2023-05-02,139.19,140.26,137.53,138.95,4567672
2023-05-03,137.73,138.67,136.08,137.78,7934185
2023-05-04,138.75,139.89,137.76,139.11,1667561
2023-05-05,134.33,135.62,134.31,134.68,6059797
2023-05-08,138.78,139.66,138.6,139.45,1981792
2023-05-09,141.7,141.75,140.66,141.15,3374757
2023-05-10,140.89,141.28,139.43,140.84,2789342
2023-05-11,141.97,143.33,141.6,142.46,5208526
2023-05-12,139.48,140.54,138.65,139.03,6510477
2023-05-15,141.84,142.2,141.79,142.15,1558366
2023-05-16,140.66,141.85,140.38,141.46,5211570
2023-05-17,141.64,142.22,140.93,141.07,2551777
2023-05-18,139.65,141.25,139.54,139.95,1538989
2023-05-19,138.4,138.7,136.98,138.63,3922781
2023-05-22,140.54,141.61,140.32,140.52,5068863
2023-05-23,141.97,142.42,141.28,141.32,2412729
2023-05-24,143.17,143.38,142.42,143.16,3728629
2023-05-25,142.63,143.36,142.01,143.32,7674507
2023-05-26,145.15,146.63,143.65,144.83,3427282
2023-05-29,143.66,145.17,142.26,143.94,7969182
2023-05-30,151.16,151.28,149.84,150.03,6839551
2023-05-31,146.04,146.69,145.53,146.04,3596551
2023-06-01,148.23,150.24,148.09,149.57,5037655
2023-06-02,153.68,153.83,152.97,153.46,5964602
2023-06-05,152.43,153.23,150.97,151.26,4252499
2023-06-06,158.55,159.73,157.51,157.56,3854395
2023-06-07,161.67,161.97,160.36,160.49,3308155
2023-06-08,162.7,163.73,162.26,163.37,1976564
2023-06-09,164.06,165.4,163.18,163.47,1174506
2023-06-12,162.34,163.94,162.11,162.81,3358487
2023-06-13,162.3,163.05,160.5,162.16,6570173
2023-06-14,162.41,164.63,159.77,163.24,2633601
2023-06-15,166.9,168.03,165.69,167.33,2258236
2023-06-16,167.34,168.8,166.07,167.79,3296547
2023-06-19,165.57,166.29,164.03,164.98,5192268
2023-06-20,167.89,168.07,167.25,167.36,2505151
2023-06-21,170.27,171.69,169.17,170.08,2542763
2023-06-22,171.1,172.23,170.49,172.03,1786415
2023-06-23,174.08,175.86,173.91,174.3,3325467
2023-06-26,172.9,173.47,172.35,173.41,2521999
2023-06-27,171.1,172.8,169.8,170.51,6818441
2023-06-28,168.64,169.17,167.6,167.85,7340299
2023-06-29,163.65,164.02,162.94,162.96,3593545
2023-06-30,163.15,165.51,161.6,163.64,1596551
2023-07-03,161.58,164.2,160.46,163.37,1612183
2023-07-04,160.91,162.46,159.82,162.05,3273296
2023-07-05,154.49,155.25,152.91,153.61,4244286
2023-07-06,149.91,151.41,149.69,150.15,4699149
2023-07-07,152.69,154.03,152.13,153.15,3128944
2023-07-10,152.25,152.55,149.59,151.26,3481588
2023-07-11,152.93,154.91,150.81,152.16,2985798
2023-07-12,148.34,148.37,147.73,148.32,4623249
2023-07-13,151.96,153.07,149.43,152.14,5878303
2023-07-14,151.6,151.77,150.49,151.68,1303940
2023-07-17,152.56,153.55,150.76,152.42,4350991
2023-07-18,159.93,160.34,158.11,158.91,5539987
2023-07-19,163.59,163.6,162.44,163.31,5707868
2023-07-20,162.91,164.28,161.42,162.44,4944351
2023-07-21,161.53,161.54,157.69,160.78,4675992
2023-07-24,159.19,160.68,157.02,159.94,5766763
2023-07-25,162.03,162.27,160.87,161.54,3648621
2023-07-26,161.21,162.7,159.46,161.4,4970804
2023-07-27,158.82,160.82,158.41,160.43,3236246
2023-07-28,163.52,165.51,163.32,164.93,4065325
2023-07-31,164.13,167.24,164.0,164.8,1868597
2023-08-01,172.36,173.0,171.05,171.99,3450990
2023-08-02,172.58,172.86,171.69,172.5,1994573
2023-08-03,178.5,179.11,176.81,178.36,2585046
2023-08-04,181.14,181.37,178.39,179.73,3936247
2023-08-07,182.15,183.5,181.71,183.08,4500474
2023-08-08,180.88,180.96,179.36,180.9,7593932
2023-08-09,178.54,179.7,176.62,178.32,1182367
2023-08-10,179.44,180.64,179.37,179.97,7289936
2023-08-11,183.39,184.48,181.27,183.37,3297685
2023-08-14,182.49,184.26,181.16,183.67,6069156
2023-08-15,180.64,180.66,178.77,179.63,5745106
2023-08-16,174.98,175.79,174.89,175.45,7795930
2023-08-17,172.57,175.08,171.06,171.18,1761019
2023-08-18,165.98,166.82,164.46,166.0,7770305
2023-08-21,167.21,167.51,166.09,166.53,1440238
2023-08-22,170.11,170.91,169.93,170.15,7141146
2023-08-23,170.3,172.15,170.1,170.33,5565250
2023-08-24,163.37,164.62,163.32,163.75,4373399
2023-08-25,163.48,164.15,162.13,163.41,3784423
2023-08-28,163.34,163.84,163.13,163.13,1655177
2023-08-29,169.07,169.87,168.67,169.61,6612775
2023-08-30,165.31,165.9,164.75,165.39,6095660
2023-08-31,163.98,165.13,163.43,164.38,7561179
2023-09-01,171.18,171.58,168.2,169.62,6112934
2023-09-04,171.03,171.31,170.26,171.09,7699283
2023-09-05,173.95,174.0,171.33,172.88,7207644
2023-09-06,173.12,173.7,172.91,173.26,3979149
2023-09-07,174.45,174.69,173.54,174.27,5926048
2023-09-08,175.75,176.75,173.14,176.68,2850290
2023-09-11,173.75,174.73,173.16,174.06,6566622
2023-09-12,176.9,178.7,176.58,176.75,5260296
2023-09-13,173.44,174.53,171.85,172.35,4082281
2023-09-14,173.43,173.88,173.09,173.28,5397350
2023-09-15,174.71,175.05,173.23,173.75,2940309
2023-09-18,172.2,174.01,169.57,171.76,5356414
2023-09-19,172.74,173.67,170.67,171.62,4323682
2023-09-20,169.62,170.41,169.37,169.66,3252450
2023-09-21,167.97,168.95,166.06,166.38,7828702
2023-09-22,164.97,165.62,164.02,165.3,1446262
2023-09-25,161.53,163.36,160.1,162.02,6303892
2023-09-26,162.16,163.42,161.94,162.95,2470033
2023-09-27,161.08,163.16,158.05,159.6,2557640
2023-09-28,162.16,162.4,161.43,161.63,2080935
2023-09-29,157.99,158.67,156.68,158.2,1716863
